Unnamed: 0,帖子id,评论用户id,评论用户名,评论者是否认证,评论id,评论时间,评论内容,评论点赞数,评论子回复数,评论翻译,情感结果,情感得分
134,3.72285e+18,62984811513,enshun1998,False,1.79905e+16,2025-09-16 23:30:55,咚咚好棒❤️，萨尔布吕肯俱乐部好棒👏🔥,1,0,咚咚好棒❤️，萨尔布吕肯俱乐部好棒👏🔥,positive,0.95
135,3.72285e+18,76352655425,fgao30423,False,1.84167e+16,2025-09-16 23:08:12,👏👏,1,0,👏👏,positive,0.95
136,3.72285e+18,2217325191,yolo_hakunamatata_,False,1.81074e+16,2025-09-16 21:46:40,"Wow, The Little Arabian Prince FZD mobile phone case in the pink hair girl’s hand 😂😂😂",4,2,哇，那个小王子FZD手机壳在粉发女孩手里😂😂😂,positive,0.9
137,3.72285e+18,70883337347,zd1234589,False,1.84085e+16,2025-09-16 21:42:50,樊振东加油😍👏,3,0,樊振东加油😍👏,positive,0.95
138,3.72285e+18,1541593394,kingfung0701,False,1.80563e+16,2025-09-16 20:31:09,樊振东加油👏👏,6,0,樊振东加油👏👏,positive,0.95
139,3.72285e+18,72822200593,ycejam0729,False,1.79193e+16,2025-09-16 20:25:33,👏👏,2,0,👏👏,positive,0.95
140,3.72285e+18,48639158875,luthier.brunobalbino,False,1.79823e+16,2025-09-16 20:04:28,Fan!👏👏🙌,2,0,棒！👏👏🙌,positive,0.95
141,3.72285e+18,2892876127,zjianing00,False,1.80237e+16,2025-09-16 20:00:24,🔥,2,0,🔥,negative,0.1
142,3.72285e+18,1489024844,jadeprincess6888,False,1.80784e+16,2025-09-16 19:29:15,"He is so great and I can' t describe that with pale words. He is the man, brighter than sun.☀️🔥👏",14,0,他太厉害了，我用苍白的话语根本无法形容。他就是那个人，比太阳还耀眼！☀️🔥👏,positive,0.95
143,3.72285e+18,2966279351,jielu44,False,1.81066e+16,2025-09-16 19:10:11,👏🏻👏🏻,3,0,👏👏,positive,0.95
144,3.72452e+18,56656679536,susanzhu870,False,1.80745e+16,2025-09-19 14:04:48,🔥🔥🔥,1,0,🔥🔥🔥,positive,0.95
145,3.72452e+18,46622161712,connie.pany,False,1.83408e+16,2025-09-19 09:19:51,"So ein Album ist wirklich großartig, denn es ermöglicht uns, neben den Wettkämpfen auch viele weitere spannende Momente der Sportler zu sehen, die harte Arbeit der Mitarbeiter hinter den Kulissen zu würdigen und die Begeisterung der Fans zu erleben, die von weit her angereist sind. Es ist wirklich lohnenswert, und wir hoffen, dass auch englische Untertitel hinzugefügt werden, damit Fans auf der ganzen Welt sehen können, wie hervorragend die deutsche Tischtennis-Bundesliga organisiert ist!Fan zhendong, Jiayou! 🫶Sarrbrücken, wir glauben an euch!🍀",3,0,这样的专辑真的很棒，因为它让我们除了比赛之外，还能看到运动员许多其他精彩瞬间，认可幕后工作人员的辛勤付出，并感受到远道而来的球迷的热情。这真的值得，我们希望也能加上英文字幕，让全世界的球迷都能看到德国乒乓球联赛组织得多么出色！樊振东，加油！🫶萨尔布吕肯，我们相信你们！🍀,positive,0.92
