Unnamed: 0,帖子id,评论用户id,评论用户名,评论者是否认证,评论id,评论时间,评论内容,评论点赞数,评论子回复数,评论翻译
32,3.72142E+18,1977619595,maggie19810624,FALSE,1.80665E+16,2025-09-16 01:47:57,🙌🙌🙌🙌🙌,0,0,🙌🙌🙌🙌🙌
33,3.72142E+18,1541593394,kingfung0701,FALSE,1.80782E+16,2025-09-15 22:18:03,👏👏😍😍,0,0,👏👏😍😍
34,3.72142E+18,51922574,wylamjen,FALSE,1.83247E+16,2025-09-15 21:45:00,This is the FZD we as fans want to see! Playing his favourite sport without any worries! No more 「輸了球不行，贏了球好像也不太行！」,0,0,这就是我们粉丝们想看到的FZ！无忧无虑地玩他最喜欢的运动！不再有“输了比赛不行，赢了比赛好像也不太行！”了！
35,3.72142E+18,76159129127,jj84199,FALSE,1.8106E+16,2025-09-15 16:02:19,FANtastic,0,0,太棒了！
36,3.72142E+18,51138128082,tumyrzan,FALSE,1.80523E+16,2025-09-15 15:01:47,Фан ❤️❤️❤️👏👏👏👏👏Улыбка!❤️🇰🇿,0,0,范❤️❤️❤️👏👏👏👏👏微笑！❤️🇰🇿
37,3.72142E+18,49383894929,noyalise,FALSE,1.81623E+16,2025-09-15 14:20:10,@munkhrdnnrdn,0,0,@munkhrdnnrdn
38,3.72142E+18,76370361115,julyyyyyyy0804,FALSE,1.80628E+16,2025-09-15 13:20:42,FZD ❤️❤️❤️,0,0,FZD ❤️❤️❤️
39,3.72142E+18,74961467438,helennong561,FALSE,1.78506E+16,2025-09-15 12:16:14,东东好可爱！,0,0,东东好可爱！
40,3.72142E+18,267839360,_ricardojun,FALSE,1.80727E+16,2025-09-15 11:52:26,Just having Fan,3,0,只是在玩梗。
41,3.72142E+18,51316070446,wtf_rudra_38,FALSE,1.85068E+16,2025-09-15 09:01:14,@shivashish__prakash,1,1,@shivashish__prakash
42,3.72142E+18,55536238683,action_yuan,FALSE,1.80519E+16,2025-09-15 08:40:57,so cute,1,0,好可爱呀
43,3.72142E+18,51417504038,luoxiaohei951,FALSE,1.80426E+16,2025-09-15 03:42:49,soooo cute❤️,2,0,好可爱呀❤️
44,3.72142E+18,73058039415,cherish_d0122,FALSE,1.79439E+16,2025-09-15 02:51:25,so cute and warm guy 🥺,2,0,好可爱又温暖的家伙🥺
45,3.72142E+18,72786166787,cassialyuu,FALSE,1.80919E+16,2025-09-15 02:24:21,要和樊选手一起加油进步🙌,1,0,要和樊选手一起加油进步🙌
46,3.72142E+18,75094364797,brightfeatherclearsky,FALSE,1.80406E+16,2025-09-15 01:24:37,Fan Zhendong is the best!,11,0,樊振东是最棒的！
47,3.72142E+18,61075116089,thileepanv_b,FALSE,1.80538E+16,2025-09-15 01:18:18,@dhyan.br when are we playing again 😭😭,0,0,@dhyan.br 我们什么时候再一起玩啊😭😭
48,3.72142E+18,2201908842,shanjiro,FALSE,1.80439E+16,2025-09-15 00:59:52,❤️❤️,1,0,❤️❤️
49,3.72142E+18,642045123,pa0paoo,FALSE,1.79878E+16,2025-09-15 00:46:42,omg so cute just like a baby,11,0,天啊，太可爱了，就像个小宝宝一样。
50,3.72142E+18,2223055594,geeeagle_chen,FALSE,1.8048E+16,2025-09-14 23:46:11,"So glad he is happy now, please take care of him",2,0,很高兴他现在开心了，请好好照顾他。
51,3.72142E+18,64573317784,still_stars2,FALSE,1.81467E+16,2025-09-14 23:45:31,❤️❤️so.cute,0,0,❤️❤️好可爱！
52,3.72142E+18,5883426752,shevalock,FALSE,1.79299E+16,2025-09-14 23:36:12,❤️❤️,0,0,❤️❤️
53,3.72142E+18,70356266518,llsfzd240804,FALSE,1.78581E+16,2025-09-14 23:33:27,cute！😍❤️🔥,0,0,可爱！😍❤️🔥
54,3.72142E+18,7209182160,milk5881,FALSE,1.79298E+16,2025-09-14 23:01:20,"please post more posts for FZD, thank you❤️",4,0,请多多发FZD相关内容，谢谢❤️
55,3.72142E+18,12836136674,lpingliu,FALSE,1.79869E+16,2025-09-14 22:52:28,Fan ZD so cute 😍,2,0,范志毅好可爱 😍
56,3.72142E+18,8058581563,0o0_chun_0o0,FALSE,1.80789E+16,2025-09-14 22:33:05,看到东哥能继续开心打球太好了🥹,2,0,看到东哥能继续开心打球太好了🥹
57,3.72142E+18,65079745574,abc0210abc,FALSE,1.78807E+16,2025-09-14 22:09:06,Usmile ❤️,0,0,Usmile ❤️
58,3.72142E+18,660410888,kooamber,FALSE,1.80668E+16,2025-09-14 22:05:09,你笑起来真好看👏👏👏,6,0,你笑起来真好看👏👏👏
59,3.72142E+18,1663314919,jyongch,FALSE,1.79969E+16,2025-09-14 21:45:00,"hi dont need to win, he just want to enjoy 🙌",0,0,嗨，不用赢，他只是想享受一下🙌
60,3.72142E+18,2217325191,yolo_hakunamatata_,FALSE,1.81188E+16,2025-09-14 21:27:50,@fanzhendong9248 FAN is the human shape Panda 🐼,6,0,@fanzhendong9248 樊先生是人形熊猫 🐼
61,3.72142E+18,2217325191,yolo_hakunamatata_,FALSE,1.84098E+16,2025-09-14 21:26:50,His smile 👏👏👏 @fanzhendong9248,6,0,他的笑容👏👏👏 @樊振东9248
62,3.72142E+18,331003479,dauwbs,FALSE,1.80229E+16,2025-09-14 21:22:23,I want my training bro to be FZD too 😂,26,1,我也想让我的训练伙伴成为FZD（大佬）😂
63,3.72142E+18,11131917315,1slawchik_77,FALSE,1.81195E+16,2025-09-14 20:41:51,@burkanovwv 🔥,1,0,@burkanovwv 🔥
64,3.72142E+18,76459261761,jaykarlwei,FALSE,1.80749E+16,2025-09-14 20:23:49,東哥好得意呀😝🥰,4,0,東哥好得意呀😝🥰
65,3.72142E+18,44194268746,ninjitsuytber,FALSE,1.80924E+16,2025-09-14 20:06:16,@rich_t21 best tt buddy ya❤️,5,0,@rich_t21 最好的转推伙伴啦❤️
66,3.72142E+18,70883337347,zd1234589,FALSE,1.78606E+16,2025-09-14 19:17:15,dongdong so cute😍,23,0,咚咚好可爱呀😍
67,3.72142E+18,53493238536,dyntischtennis,FALSE,1.80662E+16,2025-09-14 19:15:53,"Can he win his games today?! 
LIVE BEI DYN 🫶🏽",7,0,"他今天能赢得比赛吗？！
直播看Bei Dyn🫶🏽"
68,3.72142E+18,54294157645,dynsports,TRUE,1.7993E+16,2025-09-14 19:15:21,😍🔥,11,1,😍🔥
69,3.72147E+18,1183413780,iamivy_j,FALSE,1.79638E+16,2025-09-19 09:22:05,🔥🔥🔥,0,0,🔥🔥🔥
70,3.72147E+18,51300550416,shaxnoza24_07,FALSE,1.79151E+16,2025-09-16 14:11:56,😮😮😮👏🔥,0,0,😮😮😮👏🔥
71,3.72147E+18,63179146323,fgjjff_87036,FALSE,1.80719E+16,2025-09-16 11:14:41,@moregardhtruls,0,0,@moregardhtruls
72,3.72147E+18,1541593394,kingfung0701,FALSE,1.8038E+16,2025-09-16 11:08:56,👍👍,0,0,好的好的
73,3.72147E+18,69768851951,lindun18,FALSE,1.80227E+16,2025-09-16 07:05:27,Fantasitic👏👏👏,0,0,太棒了👏👏👏
74,3.72147E+18,12529225837,te.gian,FALSE,1.80412E+16,2025-09-16 03:49:25,my goat,1,0,我的天呐。
75,3.72147E+18,14960610912,johnas_floeren,FALSE,1.80755E+16,2025-09-15 19:14:47,🙌🔥🔥🔥,0,0,哇塞！🔥 🔥 🔥
76,3.72147E+18,43967911921,young15_forever,FALSE,1.83191E+16,2025-09-15 17:56:58,🔥🔥,0,0,🔥🔥
77,3.72147E+18,69576295799,xu33510,FALSE,1.85349E+16,2025-09-15 17:52:41,He is back and and really enjoy the game🏓,1,0,他回来了，而且非常享受比赛🏓。
78,3.72147E+18,1479811285,annaluo1201,FALSE,1.80585E+16,2025-09-15 17:47:51,"It is not just technique, it’s Art! 😃👏👏👏",4,0,这不仅仅是技术，这是艺术！😃👏👏👏
79,3.72147E+18,70400680761,sophie.weiwei,FALSE,1.79623E+16,2025-09-15 17:17:35,超帅！🔥❤️,1,0,超帅！🔥❤️
80,3.72147E+18,76159129127,jj84199,FALSE,1.83132E+16,2025-09-15 16:07:03,太帅了吧！！,1,0,太帅了吧！！
81,3.72147E+18,8947268274,kingyunko,FALSE,1.80907E+16,2025-09-15 14:45:30,Fantastic👏👏👏,1,0,太棒了👏👏👏
82,3.72147E+18,74961467438,helennong561,FALSE,1.79174E+16,2025-09-15 12:18:50,这个侧切~,2,0,这个侧切~
83,3.72147E+18,71589501417,luckygong84,FALSE,1.80529E+16,2025-09-15 10:17:50,樊振东用行动告诉所有人，排名只是数字，真正的统治力，是在赛场上用实力说话 。他在德国的每一次挥拍，都是对乒乓球艺术的极致演绎，也是对自己王者地位的再次捍卫。祝樊振东以及萨尔布吕肯这支强大的队伍继续乘胜追击，登峰造极🏆,5,0,樊振东用行动告诉所有人，排名只是数字，真正的统治力，是在赛场上用实力说话 。他在德国的每一次挥拍，都是对乒乓球艺术的极致演绎，也是对自己王者地位的再次捍卫。祝樊振东以及萨尔布吕肯这支强大的队伍继续乘胜追击，登峰造极🏆
84,3.72147E+18,68116965356,soosvt1,FALSE,1.82197E+16,2025-09-15 09:36:19,基操,1,0,基操
85,3.72147E+18,55536238683,action_yuan,FALSE,1.80762E+16,2025-09-15 08:45:40,昨天的比赛多特蒙德没有上主力，我相信他们是保存实力准备19日的德国杯比赛，而且他们并不想太早激发樊振东的实力，所以19号的德国杯比赛才是重要的，希望樊振东这几天可以更好的恢复状态和手感，也需要高强度比赛才能更快恢复,2,0,昨天的比赛多特蒙德没有上主力，我相信他们是保存实力准备19日的德国杯比赛，而且他们并不想太早激发樊振东的实力，所以19号的德国杯比赛才是重要的，希望樊振东这几天可以更好的恢复状态和手感，也需要高强度比赛才能更快恢复
86,3.72147E+18,55536238683,action_yuan,FALSE,1.83585E+16,2025-09-15 08:40:00,侧身爆冲,2,0,侧身爆冲
87,3.72147E+18,2892876127,zjianing00,FALSE,1.7943E+16,2025-09-15 08:37:09,👏😮🔥,0,0,👏😮🔥
88,3.72147E+18,2155090538,drhenriquee,TRUE,1.85337E+16,2025-09-15 04:33:03,Chop block like Truls 😊,0,0,像特鲁尔斯那样凶狠地拦截😊
89,3.72147E+18,6100232014,jpierre.madridb,FALSE,1.78905E+16,2025-09-15 04:15:29,Chop-block! ✂️,0,0,合体拦截！✂️
90,3.72147E+18,709529973,ujjin12,FALSE,1.83178E+16,2025-09-15 03:45:32,神之一手🥰,0,0,神之一手🥰
91,3.72147E+18,51417504038,luoxiaohei951,FALSE,1.83225E+16,2025-09-15 03:43:27,👏👏👏,0,0,👏👏👏
92,3.72147E+18,4837657327,jasminebriz,FALSE,1.80948E+16,2025-09-15 03:25:39,Yayyy we won. How powerful FZD🔥🔥🔥,1,0,耶！我们赢了。FZD 太厉害了🔥🔥🔥
93,3.72147E+18,74846726525,pandahi0804,FALSE,1.80995E+16,2025-09-15 03:13:49,Born to be FANtastic！🥳🥳🥳,1,0,天生就超凡！🥳🥳🥳
94,3.72147E+18,73058039415,cherish_d0122,FALSE,1.8071E+16,2025-09-15 02:49:46,It's an enjoyment to see FZD's match,1,0,观看FZD的比赛真是赏心悦目。
95,3.72147E+18,72786166787,cassialyuu,FALSE,1.80734E+16,2025-09-15 02:29:37,不愧是fantastic！这一球可以当最佳球了吧👌,1,0,不愧是fantastic！这一球可以当最佳球了吧👌
96,3.72147E+18,3071865881,akiraishineko,FALSE,1.78826E+16,2025-09-15 02:04:12,これが世界王者・樊振東！！！,9,0,これが世界王者・樊振東！！！
97,3.72147E+18,75094364797,brightfeatherclearsky,FALSE,1.80919E+16,2025-09-15 01:59:44,Super Fantastic 👏🔥🔥!,3,0,太棒了👏🔥🔥！
98,3.72147E+18,75094364797,brightfeatherclearsky,FALSE,1.78956E+16,2025-09-15 01:59:09,Fan Zhendong is the best ❤️!,3,0,樊振东最棒了❤️！
99,3.72147E+18,7418784585,yuchen7739,FALSE,1.84784E+16,2025-09-15 01:01:04,Szuper,0,0,太棒了！
100,3.72147E+18,6449541889,marcelo_zayat,FALSE,1.79162E+16,2025-09-15 00:55:53,@joaozinhoeonezava,0,0,@joaozinhoeonezava
101,3.72147E+18,63266733672,lamabecker,FALSE,1.84051E+16,2025-09-15 00:55:01,Unfassbares Spiel heute von allen Spielern. 💙🖤,2,2,今天所有球员都表现得太棒了。💙🖤
102,3.72147E+18,7693640276,prettychen1980,FALSE,1.7846E+16,2025-09-15 00:17:06,哈哈😎👍,0,0,哈哈😎👍
103,3.72147E+18,49289425835,_3ovo3_,FALSE,1.80637E+16,2025-09-15 00:02:36,东哥最后一板太帅啦！👏👏👏👏,3,0,东哥最后一板太帅啦！👏👏👏👏
104,3.72147E+18,5883426752,shevalock,FALSE,1.80765E+16,2025-09-14 23:38:28,👏👏,0,0,👏👏
105,3.72147E+18,2201067720,enkinxie,FALSE,1.80683E+16,2025-09-14 23:37:18,Incredible Fan!,1,0,太棒的粉丝！
106,3.72147E+18,70356266518,llsfzd240804,FALSE,1.81066E+16,2025-09-14 23:33:05,😍😍😍🔥🔥🔥,0,0,哇塞！太棒了！
107,3.72147E+18,17320409271,bhanuxsengar,FALSE,1.81314E+16,2025-09-14 23:26:04,You can't keep him out of the game 🔥🔥🔥,1,0,你绝对不能把他排除在比赛之外 🔥🔥🔥
108,3.72147E+18,1789238426,cci.lee,FALSE,1.81096E+16,2025-09-14 23:13:52,Nice🔥🔥,1,0,好棒🔥🔥
109,3.72147E+18,1476598132,raaachellmq,FALSE,1.81773E+16,2025-09-14 23:07:28,🔥🔥🔥,0,0,🔥🔥🔥
110,3.72147E+18,7369045529,diogo.s92,FALSE,1.80506E+16,2025-09-14 22:46:28,The GOAT 🔥😍,5,0,史上最强！🔥😍
111,3.72147E+18,8058581563,0o0_chun_0o0,FALSE,1.80571E+16,2025-09-14 22:34:21,太帅了！！！东哥加油！萨尔布吕肯加油！,3,0,太帅了！！！东哥加油！萨尔布吕肯加油！
112,3.72147E+18,72894406283,wondercolts3,FALSE,1.81005E+16,2025-09-14 22:29:14,So powerful，so skillful，so wonderful，so speed，so admirable，Mr.Fantastic！！！,16,0,太厉害了，太熟练了，太棒了，速度太快了，令人钦佩的幻影先生！！！
113,3.72147E+18,31605381128,cttbxy2020,FALSE,1.81668E+16,2025-09-14 21:56:31,👏👏👏👏👏👏👏super super cool,0,0,👏👏👏👏👏👏👏 超级棒！
114,3.72147E+18,49053442499,hhhelenwu,FALSE,1.79724E+16,2025-09-14 21:52:48,越来越熟悉德国比赛节奏咯👏看得出来他挺享受比赛,4,0,越来越熟悉德国比赛节奏咯👏看得出来他挺享受比赛
115,3.72147E+18,48907634191,ali._.alburaki,FALSE,1.78827E+16,2025-09-14 21:50:48,Did bro seriously have the guts to do an around the net from the backhand side with a forehand?😭,67,1,兄弟，你认真的吗？居然用正手来回网绕过防守了？😭
116,3.72147E+18,1934494551,awit.zhang,FALSE,1.80718E+16,2025-09-14 21:30:19,"Mega Spiel! Fan Zhendong lacht wieder so herzlich, wie schön!",32,0,太棒了！樊振东又那样发自内心地笑了，真是太好了！
117,3.72147E+18,61541818987,jan.stindl,FALSE,1.79618E+16,2025-09-14 21:20:14,"...das Fan in der Saarbrücken spielt ist absolut großartig, aber die WTT-Turniere zerreißen den gesamten Wettbewerb gewaltig. Ob Dortmund mit Lind/Karlsson oder mit Mino/Szudi spielt, macht dann schon einen Unterschied. Zumindest Lind und auf saarbrücker Seite Franziska spielten ja in Macao.",6,1,在萨尔布吕肯比赛的观众真是太棒了，但WTT的比赛严重破坏了整个竞争。多特蒙德是和林德/卡尔松打，还是和米诺/斯祖迪打，这肯定有区别。至少林德和萨尔布吕肯方面的弗兰齐斯卡在澳门比赛过。
118,3.72147E+18,6884922696,evaaaaa0306,FALSE,1.79974E+16,2025-09-14 21:16:29,😢😢fantastic,2,0,😭😭太棒了
119,3.72147E+18,52928464638,mission_tischtennis,TRUE,1.80867E+16,2025-09-14 21:13:39,Fan Zhen Bammmm💥 Crazy Match Winner 👏👏,13,0,范震 砰💥 疯狂的比赛赢家 👏👏
120,3.72147E+18,4032777358,vvilllkook,FALSE,1.7849E+16,2025-09-14 21:07:07,太厲害了😍😍😍🔥🔥,6,0,太厲害了😍😍😍🔥🔥
121,3.72147E+18,56551816470,nonono_alsono,FALSE,1.80531E+16,2025-09-14 20:59:49,FZD is back!!🔥,48,0,FZD回归啦！！🔥
122,3.72147E+18,75470662924,bozgeyik_muhammed27,FALSE,1.78941E+16,2025-09-14 20:54:15,ma long copyrights,7,0,马龙版权问题
123,3.72147E+18,69976528469,fanyan9701,FALSE,1.80748E+16,2025-09-14 20:51:19,太快了😂,2,0,太快了😂
124,3.72147E+18,69969493608,eeemin11,FALSE,1.80405E+16,2025-09-14 20:50:04,最后一球非常帅气！,8,0,最后一球非常帅气！
125,3.72147E+18,4506866164,llchuochuo,FALSE,1.79713E+16,2025-09-14 20:49:27,贴地重炮😂,4,0,贴地重炮😂
126,3.72147E+18,53493238536,dyntischtennis,FALSE,1.79105E+16,2025-09-14 20:47:59,Has he arrrived in the @ttbuli? 😳,26,1,他到@TT布里了吗？😳
127,3.72285E+18,75094364797,brightfeatherclearsky,FALSE,1.79871E+16,2025-09-19 11:25:49,无人扶我青云志，我自踏雪执山巅,0,0,无人扶我青云志，我自踏雪执山巅
128,3.72285E+18,75094364797,brightfeatherclearsky,FALSE,1.79448E+16,2025-09-19 11:24:50,Fan Zhendong is the best 👏!,0,0,樊振东最棒了👏！
129,3.72285E+18,6714796066,yomi170301,FALSE,1.81222E+16,2025-09-18 08:49:13,Fan Zhendong👏👏👏👏,1,0,樊振东👏👏👏👏
130,3.72285E+18,366820866,ada_tianwen,FALSE,1.82907E+16,2025-09-17 16:44:53,Fighting!,1,0,加油！
131,3.72285E+18,6884922696,evaaaaa0306,FALSE,1.80661E+16,2025-09-17 10:55:02,🔥FZD lets go,1,0,🔥FZD 冲啊！
132,3.72285E+18,45306852,sonia_syd888,FALSE,1.78461E+16,2025-09-17 06:11:56,"He is the best!!! I am hoping to fly down there next year, cant wait for you guys to release his games for next year. ❤️❤️❤️",3,0,他最棒了！！！我希望明年能飞过去，迫不及待想看到你们明年发布他的游戏了。❤️❤️❤️
133,3.72285E+18,65099220364,weier621,FALSE,1.83289E+16,2025-09-17 05:38:55,The banner in the video is mine. I hope both Fan and the club like it. ❤️,12,1,视频里的横幅是我的。希望Fan和俱乐部都喜欢！❤️
134,3.72285E+18,62984811513,enshun1998,FALSE,1.79905E+16,2025-09-16 23:30:55,咚咚好棒❤️，萨尔布吕肯俱乐部好棒👏🔥,1,0,咚咚好棒❤️，萨尔布吕肯俱乐部好棒👏🔥
135,3.72285E+18,76352655425,fgao30423,FALSE,1.84167E+16,2025-09-16 23:08:12,👏👏,1,0,👏👏
136,3.72285E+18,2217325191,yolo_hakunamatata_,FALSE,1.81074E+16,2025-09-16 21:46:40,"Wow, The Little Arabian Prince FZD mobile phone case in the pink hair girl’s hand 😂😂😂",4,2,哇，那个小王子FZD手机壳在粉发女孩手里😂😂😂
137,3.72285E+18,70883337347,zd1234589,FALSE,1.84085E+16,2025-09-16 21:42:50,樊振东加油😍👏,3,0,樊振东加油😍👏
138,3.72285E+18,1541593394,kingfung0701,FALSE,1.80563E+16,2025-09-16 20:31:09,樊振东加油👏👏,6,0,樊振东加油👏👏
139,3.72285E+18,72822200593,ycejam0729,FALSE,1.79193E+16,2025-09-16 20:25:33,👏👏,2,0,👏👏
140,3.72285E+18,48639158875,luthier.brunobalbino,FALSE,1.79823E+16,2025-09-16 20:04:28,Fan!👏👏🙌,2,0,棒！👏👏🙌
141,3.72285E+18,2892876127,zjianing00,FALSE,1.80237E+16,2025-09-16 20:00:24,🔥,2,0,🔥
142,3.72285E+18,1489024844,jadeprincess6888,FALSE,1.80784E+16,2025-09-16 19:29:15,"He is so great and I can' t describe that with pale words. He is the man, brighter than sun.☀️🔥👏",14,0,他太厉害了，我用苍白的话语根本无法形容。他就是那个人，比太阳还耀眼！☀️🔥👏
143,3.72285E+18,2966279351,jielu44,FALSE,1.81066E+16,2025-09-16 19:10:11,👏🏻👏🏻,3,0,👏👏
144,3.72452E+18,56656679536,susanzhu870,FALSE,1.80745E+16,2025-09-19 14:04:48,🔥🔥🔥,1,0,🔥🔥🔥
145,3.72452E+18,46622161712,connie.pany,FALSE,1.83408E+16,2025-09-19 09:19:51,"So ein Album ist wirklich großartig, denn es ermöglicht uns, neben den Wettkämpfen auch viele weitere spannende Momente der Sportler zu sehen, die harte Arbeit der Mitarbeiter hinter den Kulissen zu würdigen und die Begeisterung der Fans zu erleben, die von weit her angereist sind. Es ist wirklich lohnenswert, und wir hoffen, dass auch englische Untertitel hinzugefügt werden, damit Fans auf der ganzen Welt sehen können, wie hervorragend die deutsche Tischtennis-Bundesliga organisiert ist!Fan zhendong, Jiayou! 🫶Sarrbrücken, wir glauben an euch!🍀",3,0,这样的专辑真的很棒，因为它让我们除了比赛之外，还能看到运动员许多其他精彩瞬间，认可幕后工作人员的辛勤付出，并感受到远道而来的球迷的热情。这真的值得，我们希望也能加上英文字幕，让全世界的球迷都能看到德国乒乓球联赛组织得多么出色！樊振东，加油！🫶萨尔布吕肯，我们相信你们！🍀
146,3.72452E+18,4042504785,lll.everyday,FALSE,1.80625E+16,2025-09-19 04:08:54,❤️❤️❤️ So happy and so honored that my mom and I are in the story to support Fan Zhendong!!!,5,3,❤️❤️❤️ 真的太开心了，也很荣幸能和妈妈一起出现在报道里，为樊振东加油！！！
147,3.72452E+18,272309155,magicdaphne,FALSE,1.80905E+16,2025-09-19 03:47:33,"Vielen dank, but is it possible to add English subtitle to all these clips? 🤣",1,0,非常感谢，但是可以给所有这些片段添加英文字幕吗？🤣
148,3.72452E+18,67017804678,ktsao11111,FALSE,1.79075E+16,2025-09-19 02:52:18,🔥🔥🔥,3,0,🔥🔥🔥
149,3.72452E+18,61487976705,liruishi0530,FALSE,1.79392E+16,2025-09-19 02:32:19,"Ich komme aus China und bin ein großer Fan. Vielen Dank, dass ihr diese spannende Doku über das Vereinsleben hinter den Kulissen gemacht habt! Ich hoffe sehr, dass es auch in Zukunft noch mehr Einblicke gibt – ob als Video oder in Interviews –, damit wir die Geschichten auf und neben dem Platz noch besser kennenlernen können. Danke für eure tolle Arbeit!❤️❤️❤️",7,2,我来自中国，是个大粉丝。非常感谢你们制作了这部引人入胜的纪录片，讲述了俱乐部幕后的生活！我非常希望未来能有更多内幕消息——无论是视频还是采访，让我们能更好地了解球场上和球场外的故事。感谢你们的出色工作！❤️❤️❤️
